Date ,Open ,High ,Low ,Close ,Shares Traded ,Turnover (₹ Cr)
07-JUN-2021,27078.4,27330.4,26997.8,27295.65,18628299,2669.81
08-JUN-2021,27400.8,27732.35,27376.95,27623.8,29940309,4369.29
09-JUN-2021,27691.3,27793.8,27436.35,27539,23642901,3272.02
10-JUN-2021,27676.5,27822.1,27649.95,27798,20383002,2659.28
11-JUN-2021,27866.25,28347.5,27820.5,28217.5,29212259,4541.96
14-JUN-2021,28371.9,28467.35,28134.65,28314.1,21903807,3113.72
15-JUN-2021,28384.7,28544.6,28325.9,28377.85,18480609,2613.8
16-JUN-2021,28384.15,28600.2,28241.25,28448.85,22220432,3200.2
17-JUN-2021,28355.15,28714.6,28343.05,28611.35,23172086,3406.7
18-JUN-2021,28829.5,28934.05,28227.55,28445.6,39693909,5512.37
21-JUN-2021,28224.1,28393.05,28083.75,28367,15825304,2077.85
22-JUN-2021,28514.15,28656.4,28396.5,28523.55,20047827,2718.08
23-JUN-2021,28719.65,28719.65,28229.35,28258.5,25753497,2903.22
24-JUN-2021,28395.45,29098.95,28357.3,29048,34524420,5102.99
25-JUN-2021,29176.75,29284,28874.6,29210.55,27880485,4196.52
28-JUN-2021,29259.6,29259.6,28977.75,29068.55,14668333,2173.69
29-JUN-2021,29049.65,29183.85,28934.15,28986.25,21706364,2819.27
30-JUN-2021,29057.15,29311.55,29036.95,29168,18722780,2863.72
01-JUL-2021,29193.05,29193.05,28953.05,29003.1,15933961,2209.64
02-JUL-2021,28983.5,29028.35,28704,29007.95,16424169,2600.3
05-JUL-2021,29117.45,29185.6,28907.75,28950.6,16465185,2550.76
06-JUL-2021,28924,28986.1,28607.6,28649.4,18246382,2708.73
07-JUL-2021,28708.6,28790.3,28381.3,28734.65,21080271,3044.06
08-JUL-2021,28821.75,28934.45,28541.95,28748.95,17206897,2784.85
09-JUL-2021,28669.2,28898.85,28549.25,28662.2,24070315,4462.57
12-JUL-2021,28837.05,28854.55,28421.55,28532.35,16936699,2506.25
13-JUL-2021,28674.7,28681.2,28381.9,28439.75,17113894,2524.28
14-JUL-2021,28581.25,29376.9,28534.85,29339.85,57040860,7509.41
15-JUL-2021,29303.35,29835.9,29284.8,29718.05,68350560,8324.41
16-JUL-2021,29734.75,29734.75,29287.25,29400.25,57905845,5515.9
19-JUL-2021,29248.3,29592.35,29167.35,29264,27132476,3653.55
20-JUL-2021,29282.8,29410.5,28992,29252.5,31864846,4078.97
22-JUL-2021,29335.7,29808.45,29335.7,29779.95,38601235,5030.79
23-JUL-2021,29895.6,30059.7,29848.05,29894.3,35817177,5039.11
26-JUL-2021,29886.2,30139.2,29859.6,29940.4,17932293,2629.24
27-JUL-2021,29967.9,30048.35,29698.95,29892.55,16528470,2390.45
28-JUL-2021,29934.05,29993.55,29510.35,29954.15,18944031,3105.41
29-JUL-2021,30037.2,30406,30037.1,30371.4,25993307,4692.89
30-JUL-2021,30546.85,30818.55,30438.35,30480.05,45659103,6836.19
02-AUG-2021,30681.95,30832.3,30547,30803,18892340,2997.82
03-AUG-2021,30974.75,31196.45,30872.35,31165.85,22705389,3913.36
04-AUG-2021,31296.8,31338.8,30895.45,30977.1,28174612,6902.13
05-AUG-2021,31025.15,31560.2,30980.9,31211.2,36239112,5198.42
06-AUG-2021,31251.2,31460.3,31057.6,31303.3,28200104,3942.49
09-AUG-2021,31523.5,31685.4,31324.75,31441,25408126,3611.99
10-AUG-2021,31489.95,31812.75,31431.15,31713.35,29858443,4344.13
11-AUG-2021,31767.9,31799.75,31522.4,31670,21176134,3299.56
12-AUG-2021,31667.35,32289.85,31667.35,32245.1,29071408,4598.74
13-AUG-2021,32308.85,32821.9,32264.15,32678.8,32229878,5123.21
16-AUG-2021,32671.75,32905.35,32438.25,32577.95,17952292,3045.19
17-AUG-2021,32614,33487.1,32449.65,33414.75,42297279,6871.05
18-AUG-2021,33482.85,33840.45,33268.6,33448.9,29402701,5403.81
20-AUG-2021,32954.2,33652.4,32949.9,33351.35,28474673,5461.07
23-AUG-2021,33582.15,34153.4,33567.35,33919.8,36619012,6780.19
24-AUG-2021,34145.25,34262.6,33634.75,33838.4,28619292,5436.34
25-AUG-2021,33887.75,34399.85,33764.1,34083.95,25298198,4782.77
26-AUG-2021,34092.9,34375.95,33929.7,34041.1,21017238,3895.52
27-AUG-2021,34036.45,34392.85,33799.05,34309.8,26173989,5557.31
30-AUG-2021,34338.75,34480.15,34027.5,34109.2,21154502,3840.04
31-AUG-2021,34205.8,34680.65,34043.6,34570.2,39994606,6791.37
01-SEP-2021,34698.75,34780,34037.15,34110.5,22266932,4014.93
02-SEP-2021,34218.25,34846.9,34051.9,34680.3,27513344,5286.45
03-SEP-2021,34744.45,34997.7,34490.65,34891.15,20851482,4043.76
06-SEP-2021,34992.05,35464.4,34855.95,35415.1,27582287,4094.96
07-SEP-2021,35549.3,35581.55,34906.85,34951.25,19442054,3237.35
08-SEP-2021,34973.9,34979.3,34515.45,34678.2,22668437,4230.44
09-SEP-2021,34676.2,34862.85,34530,34802.3,18038441,2917.35
13-SEP-2021,34688.3,35242.5,34573.7,35129.6,21063502,3923.45
14-SEP-2021,35224.25,35476.9,35020.7,35431.5,20158101,3808.34
15-SEP-2021,35462.35,36200,35375.35,36075.2,23141910,4712.29
16-SEP-2021,36151.35,36310.75,35694.85,35852.4,19536903,4133.85
17-SEP-2021,35915.4,36131.25,35527,35646.5,30261737,6511.63
20-SEP-2021,35462.4,36130.55,35346.2,35400.05,22524059,4092.81
21-SEP-2021,35609.1,36127.8,35332.85,36086.05,19558200,3890.42
22-SEP-2021,36154.05,36713.15,36145.95,36422.4,25687159,5055.44
23-SEP-2021,36691.95,36867.45,36532.45,36816.9,16661022,3482.58
24-SEP-2021,37128.75,37823.15,37055,37103.25,39368486,7303.31
27-SEP-2021,37335.9,37345.05,35968.75,36034.4,29882901,5417.58
28-SEP-2021,36082,36082,34924.55,35239.95,34158435,6066.98
29-SEP-2021,34894.9,35578.3,34733.95,35282.65,36962886,6802.14
30-SEP-2021,35394.9,35408.1,34975.6,35028,25371798,4582.38
01-OCT-2021,34955.5,35100.9,34719.8,34780.6,20007169,3579.13
04-OCT-2021,34923.8,35184.55,34778.25,35126.15,16775261,2883.54
05-OCT-2021,34978.4,35650.85,34781.6,35544.3,20629650,3795.69
06-OCT-2021,35689.55,35801.5,35003.05,35075.8,18524506,3328.1
07-OCT-2021,35323.6,35903.95,35233.3,35703.85,17784234,3496
08-OCT-2021,35920.55,36703.55,35786.3,36402,31048469,5817.13
11-OCT-2021,35494.4,35690.4,34768.95,35179.95,43090224,9295.34
12-OCT-2021,35179.2,35294.15,34512.8,34869.75,41082683,7159.16
13-OCT-2021,35053.7,35324.45,34872.4,35285.6,29441912,4893.16
14-OCT-2021,35921.45,36412.45,35571.4,35744.8,111659106,17319.02
18-OCT-2021,36012,36400.6,35863.4,36306.35,58755995,9605.7
19-OCT-2021,36841.6,37491.85,36720,37106.35,53751692,12128.47
20-OCT-2021,37188.15,37463.9,36534.5,36846.8,37450204,8324.7
21-OCT-2021,36988.9,36988.9,35624.5,35913.6,38320932,8181.85
22-OCT-2021,35892.65,36297.2,35098.2,35394.65,30434322,6341.97
25-OCT-2021,35467.1,35521.05,34529.85,35005.4,32116783,5765.33
26-OCT-2021,35181.7,35699.85,34957.75,35162.35,40793417,7367.21
27-OCT-2021,35245.05,35578,35163.05,35503.9,23636491,4318.68
28-OCT-2021,35575.65,35575.65,34787.1,34913.6,22625867,4283.67
29-OCT-2021,34820.3,35178.75,34288.55,34408.75,26861598,5130.77
01-NOV-2021,34677.3,35328.55,34654.95,35289.95,19650389,3805.75
02-NOV-2021,35334.25,35522.35,35076.15,35177.35,17668537,3537.25
03-NOV-2021,35351.45,35525.75,35093.05,35177.1,14978644,2813.07
04-NOV-2021,35403,35452.35,35302.45,35334.25,2232095,408.15
08-NOV-2021,35606,35852.5,35177.95,35782.35,22087015,4317.05
09-NOV-2021,35839.2,36117.95,35763.85,35815.1,18282149,3640
10-NOV-2021,35635.05,35862.45,35576.2,35722.95,15504524,2813.77
11-NOV-2021,35626.65,35697,35141.3,35583.65,19627503,3255.01
12-NOV-2021,35860.1,36378.05,35732.75,36332.25,23462246,4470.32
15-NOV-2021,36391.1,36646.25,36302.95,36465.3,18653524,3378.11
16-NOV-2021,36555.25,36794.25,36429.9,36643.85,23777251,5106.12
17-NOV-2021,36623.75,36835.95,36431.25,36660.9,19694882,4319.79
18-NOV-2021,36641.55,36702.4,35867.3,36007,21992181,4537.9
22-NOV-2021,36097,36097,35224.55,35478.95,24249718,4711.73
23-NOV-2021,35206,35645.45,34707.85,35504.4,24092546,4486.05
24-NOV-2021,35627.95,35662.6,34828.3,34966.25,20209285,3959.85
25-NOV-2021,34978,35365.75,34934.55,35300.25,16931373,3357.25
26-NOV-2021,35024.7,35190.1,34512.6,34606.1,17372361,3536.35
29-NOV-2021,34382.4,35104.35,33953.9,34870.75,20992298,4104.3
30-NOV-2021,35018.9,35654.2,34918.6,35043.75,68195761,14917.84
01-DEC-2021,35143,35652.2,35123.95,35428.95,20209382,3784.59
02-DEC-2021,35504.8,36195.65,35418.25,36157.85,23590874,4727.67
03-DEC-2021,36314.8,36518.8,35784.15,35848.05,22491577,3987.73
06-DEC-2021,35835.45,35953.75,34828.15,34879.4,17537354,3151.46
07-DEC-2021,35136.55,35384,34756.6,35272.3,16176864,3049.82
08-DEC-2021,35584.8,36131.95,35576.85,35959.05,18550536,3179.58
09-DEC-2021,35963.7,36114,35573.35,35946.35,12351152,2433.9
10-DEC-2021,35820.05,35974.75,35652.2,35939.6,11769748,2260.32
13-DEC-2021,36104.35,36507.3,35984.55,36050.55,20412122,3844.76
14-DEC-2021,35946.75,36252.05,35637.85,36102.55,17358899,3281.11
15-DEC-2021,36033.9,36060,35536.15,35737.2,13146976,2541.99
16-DEC-2021,36078.3,36354.85,35979.15,36160.3,18932483,3457.71
17-DEC-2021,36704.2,37013.25,36497.95,36647.9,89147735,11682.76
20-DEC-2021,36411.85,36598.35,35559.3,35916.45,29330521,4761.21
21-DEC-2021,36159.2,36970.55,36147.6,36627.15,32345699,5073.91
22-DEC-2021,36853.85,37014.75,36669,36989.15,18906635,3319.71
23-DEC-2021,37190.3,37528,37086.9,37362.8,18525006,3322.15
24-DEC-2021,37657.15,37822.15,37417.65,37727.8,34389231,5761.88
27-DEC-2021,37722.9,38029.3,37431,37988.5,19023765,3577
28-DEC-2021,38184.6,38500.25,38164.45,38357.8,19040358,3575.01
29-DEC-2021,38269.1,38484.9,38181.9,38274.65,14163560,2699.09
30-DEC-2021,38231.15,38897.6,38153.35,38658.8,27149202,4888.27
31-DEC-2021,38708.15,38861.1,38468.4,38701,16312749,3143.67
